Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-tjbf,checkpoint-pkst,checkpoint-agtd,checkpoint-pcn8,checkpoint-aey2,checkpoint-3te2,checkpoint-y7bn,Question Key,Response
8,1580696842809,03/02/2020 02:27:22,1580696843043,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,2
9,1580696842809,03/02/2020 02:27:22,1580696843043,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,2
10,1580696842809,03/02/2020 02:27:22,1580696843044,0,03/02/2020 02:27:23,10226,2,questionnaire-3aa4,,3844414,p141,1059068,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 79.0.3945.130,1280x720,1263x610,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,38022
1,1581017441257,06/02/2020 19:30:41,1581017441955,0,06/02/2020 19:30:41,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,BEGIN QUESTIONNAIRE,
2,1581017476058,06/02/2020 19:31:16,1581017476823,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1,7
3,1581017476168,06/02/2020 19:31:16,1581017476825,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit1-quantised,7
4,1581017476168,06/02/2020 19:31:16,1581017476825,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2,7
5,1581017476168,06/02/2020 19:31:16,1581017476825,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit2-quantised,7
6,1581017476168,06/02/2020 19:31:16,1581017476825,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3,2
7,1581017476168,06/02/2020 19:31:16,1581017476826,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit3-quantised,2
8,1581017476168,06/02/2020 19:31:16,1581017476826,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4,1
9,1581017476168,06/02/2020 19:31:16,1581017476826,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,ClimateBeliefInit4-quantised,1
10,1581017476168,06/02/2020 19:31:16,1581017476826,0,06/02/2020 19:31:16,10226,2,questionnaire-3aa4,,3880970,p145,1068460,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.87,1536x864,1536x722,Seventh training completed,Attitude climate change: Initial,1,First training session completed,Second training session completed,Third training session finished,Fourth training session completed,Fifth training session completed,Sixth training session completed ,Seventh training completed,END QUESTIONNAIRE,34871
END OF FILE
